LM=18
346.167	334.833
317.250	348.875
ID=Phalanger_orientalis_mD1

LM=18
257.167	107.500
301.667	134.167
359.500	159.167
386.167	235.833
437.500	317.167
468.833	365.833
538.167	458.833
542.833	476.833
499.500	506.167
444.167	548.167
401.500	462.500
387.500	446.750
378.000	407.000
370.000	367.000
347.000	308.500
312.000	227.000
290.000	180.000
265.500	137.000
ID=Phoca_vitulina_pD1

LM=18
210	354.500
324.500	313.500
488.750	312.500
661.500	347.500
962.500	473.500
1285.500	697.500
1697.500	980.000
1751.500	1072.500
1650.500	1212.500
1534.500	1401.500
1238.833	1126.167
674.500	935.500
619.500	875.500
594.500	817.500
594.500	705.500
584.500	612.500
500.500	540.500
274.500	406.500
ID=Phoebastria_irrorata_pD2

LM=18
152.167	1068.500
168.833	981.500
332.833	763.833
593.833	537.167
890.333	396.000
1260.333	339.333
1843.500	485.500
2150.500	757.000
2099.500	886.500
2110.000	1072.000
1947.500	1269.500
1843.833	1253.500
1789.167	1197.500
1733.167	1061.500
1401.500	826.500
955.500	752.500
515.500	874.500
257.500	1029.833
ID=Picus_viridus_pD2

LM=18
189.500	711.167
287.500	550.500
859.500	280.833
1312.167	337.167
1733.500	575.500
1962.000	857.833
2118.167	1002.833
2140.833	1048.167
1913.500	1124.500
1859.500	1357.500
1625.500	1371.500
1341.500	1317.500
1285.500	1147.500
1329.500	1047.500
1238.500	857.500
1064.500	740.500
779.500	674.500
430.500	698.500
ID=Ptilinopus_leclancheri_pD2

LM=18
84	694.500
95	591.250
218	458.000
457.500	316.500
708.500	254.500
1030.167	271.500
1335.500	322.167
1380.500	378.167
1203.500	567.500
1231.500	838.833
1095.500	938.167
917.500	918.833
892.500	828.167
931.167	792.167
920.500	695.500
828.500	592.833
573.500	531.500
207.500	627.500
ID=Sagittarius_serpentarius_pD2

LM=18
197.375	1508
154.167	1380.500
223.500	1107.500
357.438	884.500
557.500	680.500
815.500	509.500
885.333	413.667
948.833	415.833
980.500	491.500
1120.833	553.167
1102.167	720.167
998.833	977.500
906.500	1007.500
835.000	994.000
665.750	1042.250
445.167	1197.500
327.500	1321.000
231.000	1478.500
ID=Scopus_umbretta_pD2

LM=18
607.188	532.938
622.833	507.500
655.500	482.500
686.833	475.500
700.500	476.833
720.500	468.500
741.500	463.833
744.500	469.000
723.500	506.000
733.000	538.500
722.000	547.750
703.688	548.344
693.000	539.500
686.000	528.750
674.000	524.750
653.000	523.750
635.500	528.500
616.438	531.250
ID=Setifer_setosus_pD2

LM=18
305.833	341.167
545.500	208.500
813.167	154.500
1058.833	166.167
1249.500	192.500
1578.000	311.500
1661.833	363.167
1681.833	411.833
1509.500	554.833
1351.833	728.167
1237.167	721.167
1097.167	679.833
1031.833	554.167
875.500	481.500
729.500	439.500
597.500	405.500
479.500	377.500
365.500	362.000
ID=Sphenodon_punctatus_mD1

LM=18
51.250	301.125
143.833	256.833
227.500	246.167
515.500	187.500
784.833	183.500
1006.167	203.500
1338.167	315.500
1378.167	371.833
1256.167	461.167
1052.833	737.833
952.833	718.167
865.500	713.167
809.833	669.500
784.500	586.167
753.000	537.500
671.500	493.500
404.167	428.833
201.750	390.000
ID=Sphenodon_punctatus_pD1

LM=18
382.167	623.500
398.500	572.167
464.167	509.500
563.500	448.833
638.500	415.500
718.000	373.000
754.250	369.000
796.000	380.750
801.500	505.500
956.500	587.500
931.500	638.500
907.500	691.500
843.500	699.500
772.500	677.500
721.500	641.500
662.500	618.500
560.000	632.000
445.500	638.000
ID=Tachyglossus_aculeatus_mD1

LM=18
254.500	1803.500
132.000	1506.000
136.500	1249.500
232.500	985.500
618.500	476.500
1103.167	252.833
1561.167	207.167
1586.500	224.500
1572.167	406.167
1700.500	666.250
1499.500	889.000
1358.167	947.167
1285.833	927.500
1104.500	808.167
777.500	944.500
570.500	1124.500
424.000	1321.500
323.000	1550.500
ID=Terenura_spodioptila_pD2

LM=18
405.500	1328
440.500	1093.500
717.500	729.500
1083.500	505.500
1357.500	421.500
1613.500	359.500
1778.167	166.167
1823.500	239.500
1911.500	470.167
2084.833	627.500
1943.500	826.500
1753.000	1113.000
1604.000	1092.000
1409.833	1003.833
1104.500	1035.500
869.500	1129.500
651.500	1300.500
477.500	1301.500
ID=Tigrisoma_lineatum_pD2

LM=18
218.167	1068.833
228.833	884.833
287.500	656.167
462.167	383.167
610.500	261.500
891.500	135.500
1066.500	108.833
1150.500	118.833
1133.167	239.500
1238.500	359.500
1132.500	555.500
1018.833	599.500
939.500	540.500
798.500	557.500
613.167	657.833
503.833	731.167
417.167	809.833
322.500	927.167
ID=Topaza_pyra_pD2

LM=18
1158	546.750
1161.750	522.250
1171.250	511.750
1191.750	507.000
1214.500	498.750
1251.000	479.500
1268.500	475.250
1273.250	475.812
1264.250	534.750
1275.000	564.750
1253.167	570.167
1223.667	563.167
1215.500	553.875
1206.500	549.875
1197.625	547.875
1187.750	545.875
1181.875	546.875
1167.812	549.688
ID=Trichechus_senegalensis_mD1

LM=18
83.750	683.250
73.250	594.250
183.875	483.500
377.000	372.500
771.500	279.500
1257.500	353.500
1568.167	528.833
1710.167	651.500
1611.500	779.833
1572.167	970.500
1431.167	975.500
1228.833	979.500
1204.833	877.833
1164.000	786.000
957.167	655.833
705.833	595.833
439.500	593.500
228.500	639.500
ID=Turdus_olivater_kemptoni_pD2

LM=18
64.708	467.292
86.000	425.500
178.500	319.500
333.500	207.500
476.500	147.500
662.500	94.167
738.500	75.500
761.833	120.833
752.500	238.833
737.833	386.167
657.167	389.833
565.500	383.500
460.500	376.500
371.500	403.500
330.833	406.500
282.167	425.167
201.000	438.500
111.375	462.500
ID=Alligator_mississippiensis_mD1

LM=18
98.750	325.750
117.750	294.250
349.500	185.500
613.500	120.500
794.917	105.917
940.500	115.000
1033.833	125.667
1058.167	154.833
996.833	336.833
931.500	438.167
907.500	426.167
845.000	422.333
780.500	401.000
658.500	373.167
520.500	361.167
357.167	349.167
235.667	344.167
140.167	332.500
ID=Alligator_mississippiensis_pD1

LM=18
111	484
263.500	284.500
468.500	168.500
669.500	122.833
885.500	87.500
996.500	58.500
1120.500	90.500
1159.500	157.500
1142.167	387.500
1072.500	569.000
964.833	619.833
865.333	614.667
796.000	595.250
733.500	569.000
503.750	559.000
382.000	539.000
282.167	542.167
160.500	514.833
ID=Osteolaemus_tetraspis_mD1

LM=18
57.833	333.167
57.833	306.000
91.833	277.833
179.500	203.500
310.500	137.500
407.500	109.500
516.500	80.000
565.750	103.500
566.500	221.000
543.500	296.167
466.500	307.500
405.500	310.167
324.833	311.500
232.833	322.167
181.667	323.167
149.833	331.500
108.333	341.167
88.750	335.750
ID=Osteolaemus_tetraspis_pD1

LM=18
49.750	321
78.500	254.500
145.500	195.500
238.500	144.167
319.833	46.500
415.000	55.500
481.833	112.833
498.500	172.167
455.833	264.833
483.000	322.750
403.167	380.167
330.125	408.125
266.500	389.917
240.000	378.750
209.750	361.500
160.250	351.500
123.000	343.250
77.750	343.750
ID=Paroedura_masobe_mD1

LM=18
145.833	416.667
156.333	363.667
236.500	280.500
401.000	196.500
483.500	84.000
612.167	88.167
722.833	184.167
707.500	266.000
652.000	332.000
695.000	433.500
616.500	495.500
533.833	540.833
465.500	532.500
399.500	480.500
328.500	462.833
265.000	444.500
208.000	433.500
174.000	435.000
ID=Paroedura_masobe_pD1

LM=18
65	237.167
71.667	195.500
164.083	142.917
329.562	95.719
492.833	84.167
638.833	76.500
786.667	90.000
840.833	101.500
872.000	171.000
907.500	221.500
851.750	266.500
790.000	246.000
671.833	211.500
525.333	205.000
447.500	206.000
332.000	217.500
240.333	227.833
144.833	245.833
ID=Ptychozoon_lionatum_pD1

LM=18
70.875	253.875
74.000	204.167
141.875	153.812
260.917	106.792
363.625	79.875
626.625	61.125
895.250	82.000
943.250	96.250
976.500	175.500
1008.250	213.000
953.000	267.000
875.875	239.625
828.000	226.500
712.000	198.833
581.250	188.500
433.667	189.833
315.833	204.667
195.500	228.167
ID=Ptychozoon_lionatum_pD2

LM=18
47	369.500
67.667	275.000
143.500	228.000
303.167	159.667
483.000	105.500
795.000	75.833
906.250	115.083
903.167	215.167
833.500	308.167
764.167	445.833
725.500	463.375
545.333	424.500
471.833	399.167
331.167	405.167
285.000	417.500
225.500	419.500
144.833	410.500
65.938	397.125
ID=Tomistoma_schlegelli_mD1

LM=18
76.833	468.167
93.000	437.333
171.500	371.500
374.500	267.500
646.000	156.500
979.500	107.833
1136.167	100.500
1213.167	182.167
1130.500	336.167
1106.500	461.167
1059.750	487.750
988.750	474.000
863.167	440.500
717.833	415.167
574.500	427.167
401.833	453.833
298.750	470.500
213.250	472.250
ID=Tomistoma_schlegelli_pD2


